x,y,rssi1,rssi2,rssi3,rssi4,rssi5,rssi6,rssi7,rssi8
4,1,-65.46677282,-67.32189745,-73.33165822,-74.90426303,-64.7225478,-52.04602568,-57.43261126,-65.579011
4,2,-66.78020527,-66.85387439,-68.69235396,-100.0,-62.35671821,-56.07597932,-59.4264934,-96.10309284
4,3,-67.10051035,-65.49815249,-70.74185651,-71.29392402,-63.12519635,-53.59709636,-55.16181689,-76.70594744
4,4,-68.43676294,-67.37640854,-71.21007156,-61.19913741,-65.29965049,-55.20761483,-58.39559381,-70.15169694
4,6,-61.11639997,-62.10938358,-70.00178096,-62.73426079,-64.67481252,-90.50950248,-62.74766961,-69.46276757
4,7,-63.43094702,-59.96530462,-67.30972542,-58.68184587,-63.40867201,-58.38703582,-58.94150532,-65.60054712
4,8,-66.2335387,-59.62571881,-66.47676151,-58.32177879,-67.13175583,-61.23586168,-63.64614043,-64.6255767
4,10,-70.9168849,-57.39403167,-65.31914866,-57.83195941,-66.2319623,-57.23664512,-59.30761846,-64.38925136
4,12,-62.54767044,-54.24773947,-65.87395802,-60.80813148,-66.19530384,-62.59934084,-62.34654904,-66.08913028
4,13,-63.31720278,-54.70125078,-69.41222308,-59.64635738,-66.36132515,-60.21668916,-58.87507475,-68.28974047
4,14,-59.85958507,-57.36186905,-65.38500869,-60.4415797,-67.04386835,-60.10414718,-58.29933212,-71.41661806
5,2,-66.51243137,-65.03283682,-73.67255357,-65.63449822,-67.78473814,-62.01556963,-56.01828073,-61.74058317
5,12,-60.46509266,-54.89349834,-70.58919387,-59.85276646,-66.52445606,-60.50210503,-61.18649494,-65.86835716
5,14,-70.23390151,-50.51856837,-65.89391601,-65.52980807,-65.38588713,-58.86735695,-58.69821337,-68.16544709
6,2,-68.31185762,-69.88396537,-73.32881197,-63.14074754,-70.74484255,-57.02933782,-49.24688931,-66.15879184
6,3,-66.68508321,-67.21947812,-70.4998518,-65.22117927,-70.65834473,-57.80403279,-50.68873898,-62.47306641
6,4,-71.20852761,-66.46638212,-71.35677197,-66.51272954,-69.91328311,-56.97214494,-52.98330061,-64.45499243
6,5,-68.38642225,-61.95285925,-65.78515644,-64.09077366,-66.49522,-55.84857264,-56.42388858,-62.49332112
6,6,-67.03634064,-64.21809566,-66.10003119,-65.82899109,-70.88469035,-60.01483722,-60.91596699,-65.2289149
6,8,-67.19662662,-57.1376549,-66.8592009,-58.54958777,-62.45743649,-59.80831415,-58.86999702,-66.9810014
6,10,-62.34101087,-88.53770346,-68.25923448,-65.61268562,-68.12444925,-63.92105869,-57.40417163,-64.07787002
6,12,-67.01391042,-55.75790322,-75.12962966,-59.99814566,-66.49102298,-60.98954293,-60.09870199,-63.74224432
6,14,-69.76950041,-54.63987608,-70.39064691,-61.28980484,-79.63241493,-58.35009175,-59.27567096,-67.64714357
7,8,-65.0168172,-60.19342129,-75.53459194,-63.55907494,-60.3909949,-58.54073484,-58.24607747,-65.22447551
7,10,-69.14776743,-56.26377638,-66.17811542,-63.22711908,-63.87888006,-65.55939019,-58.37476992,-67.82628404
7,12,-66.37959885,-54.53628954,-67.9904689,-63.25001726,-68.26792961,-60.23971378,-62.58887407,-62.6165689
8,1,-68.24779518,-66.29132229,-73.28443633,-68.80530563,-75.93909138,-59.96812355,-40.06006086,-63.05616018
8,2,-71.11061943,-67.77890724,-97.93557647,-69.61220384,-97.45387765,-58.7860449,-46.96244019,-60.34196399
8,4,-68.6555813,-64.08777399,-68.00366832,-66.62820999,-68.03914924,-60.25418614,-51.36866554,-62.98275392
