x,y,wifi_rssi1,wifi_rssi2,wifi_rssi3,wifi_rssi4,wifi_rssi5,wifi_rssi6,wifi_rssi7,wifi_rssi8,ble_rssi1,ble_rssi2,ble_rssi3,ble_rssi4,ble_rssi5,ble_rssi6,ble_rssi7,ble_rssi8
3,10,-65.63241287,-77.87746461,-66.22962818,-56.7742671,-85.14909478,-56.62588925,-60.47351792,-65.10922905,-66.58899283,-57.86628325,-66.90055032,-57.41768972,-67.40945122,-56.17790211,-61.16621699,-67.85885167
3,11,-65.13351084,-95.82638964,-66.08118656,-56.13292301,-96.79845941,-58.41781945,-65.14820121,-66.05623357,-63.40026623,-60.45993846,-61.65692576,-56.37506347,-67.61317732,-59.70503131,-64.35144256,-73.77540538
3,12,-62.25923797,-58.43962703,-67.95971331,-58.02217265,-65.50523463,-61.19827851,-60.61544236,-67.40079334,-62.62252172,-57.33146814,-59.99194647,-58.06347863,-73.48704811,-60.49074433,-61.47916288,-74.08844618
3,13,-58.60573984,-58.69228895,-67.47564829,-57.34649218,-69.11707703,-62.51740681,-58.39048122,-69.04868304,-60.89657678,-58.62580674,-60.78984832,-58.76275319,-66.74227518,-60.67020984,-61.66482001,-73.72631639
3,14,-60.0654303,-57.89907051,-66.78295133,-61.61984435,-69.41698378,-60.34396999,-58.42360165,-69.90923651,-65.45487339,-60.49126083,-63.57104192,-63.34547518,-68.59437246,-59.44158345,-61.34247812,-75.3323509
3,15,-62.33820237,-63.03091235,-65.15939932,-65.42672719,-65.02925179,-60.18079028,-58.61149012,-72.89086618,-61.93765467,-66.64287881,-65.04097233,-64.59364707,-70.73780393,-60.71623679,-60.86665751,-71.81944831
4,2,-66.78020527,-66.85387439,-68.69235396,-100.0,-62.35671821,-56.07597932,-59.4264934,-96.10309284,-70.26786431,-65.4268877,-66.81682263,-74.32465144,-60.24305134,-56.02915706,-62.6736045,-70.26655506
4,3,-67.10051035,-65.49815249,-70.74185651,-71.29392402,-63.12519635,-53.59709636,-55.16181689,-76.70594744,-68.62339557,-61.78493438,-69.81813905,-61.12655649,-60.0939179,-54.70755564,-61.37876143,-73.1413272
4,5,-65.23172127,-65.40011439,-71.57882759,-73.55677195,-63.87952496,-54.58012159,-61.45561868,-73.27415713,-68.10961924,-63.23117816,-67.13964517,-66.16271119,-59.23521442,-56.68606921,-60.67012837,-72.02839173
4,6,-61.11639997,-62.10938358,-70.00178096,-62.73426079,-64.67481252,-90.50950248,-62.74766961,-69.46276757,-65.91903702,-63.80492773,-72.32051352,-63.32515984,-61.71832998,-57.92424564,-58.88502925,-71.37943526
4,8,-66.2335387,-59.62571881,-66.47676151,-58.32177879,-67.13175583,-61.23586168,-63.64614043,-64.6255767,-71.32803981,-61.78774008,-69.49311404,-57.1367943,-62.28966913,-58.1742276,-59.06065299,-70.33699911
