x,y,rssi1,rssi2,rssi3,rssi4,rssi5,rssi6,rssi7,rssi8
8,3,-72.1929241,-67.61557984,-69.21685928,-70.82889776,-64.36221605,-61.02769677,-49.15173576,-62.31526984
8,2,-71.88355112,-65.51706566,-71.2790843,-71.36521509,-64.59712054,-59.9479494,-46.11270099,-60.84432603
8,1,-73.63071502,-64.8265688,-72.71668718,-70.20303204,-64.43125917,-61.20680555,-38.85333401,-60.92034237
9,1,-73.60289993,-69.54367621,-73.33548482,-68.96281365,-61.11977654,-61.29514706,-40.27219963,-64.83357032
9,2,-73.37578997,-70.71904285,-69.97083408,-66.9446716,-63.48595546,-60.62148311,-46.29152138,-64.24262884
9,3,-71.87956556,-71.79956615,-67.97534486,-67.65401795,-62.64063589,-59.73627226,-47.44455411,-68.07690463
9,4,-73.12888956,-68.26072293,-65.52961836,-68.70299394,-65.35077959,-60.81199599,-49.92469464,-62.9673904
9,5,-72.94412825,-64.92951078,-64.85619899,-70.7359801,-66.48321207,-60.95027636,-53.416846,-60.82323529
9,6,-71.14811561,-68.46008985,-65.95397814,-70.82440742,-68.91383524,-61.53022332,-55.41346564,-66.33478261
9,7,-70.34989698,-63.0286936,-69.29207857,-69.8933404,-72.47117325,-63.37287153,-56.37046993,-69.08801206
9,8,-72.26974743,-58.25573989,-66.95473733,-66.44989978,-70.27392369,-66.26266968,-55.21058001,-64.48779261
9,9,-73.16369253,-63.38041832,-65.3132852,-66.18721665,-67.82785855,-63.24074902,-58.15442926,-63.37683756
9,10,-67.93773739,-60.75032907,-63.01412066,-65.60791139,-68.63519785,-60.2964269,-58.34442611,-66.9203778
9,11,-65.94453915,-62.06089715,-61.59165499,-66.48937481,-71.37290368,-60.35620973,-58.91424982,-68.80208213
9,12,-66.78633727,-60.42774198,-64.03802661,-65.07847153,-67.13669442,-59.65348247,-63.35443883,-65.79763289
9,13,-71.24801748,-60.04622117,-64.0539679,-65.19984783,-63.54061014,-61.41381573,-63.35530005,-65.17528443
9,14,-72.59748751,-57.43075977,-64.98151764,-64.23736068,-66.32664322,-63.62283526,-61.45304414,-64.73077593
9,15,-72.10625344,-56.37961977,-65.26750451,-65.26547468,-66.721365,-65.26287591,-60.84289009,-66.94727535
10,15,-67.27552432,-56.66849273,-64.16089718,-69.30768538,-67.68322616,-67.83459854,-60.51289169,-65.69752886
10,14,-68.35532562,-56.16679432,-63.44488659,-67.83111348,-63.9103779,-66.79546398,-60.81328668,-64.36814456
10,13,-67.13177176,-56.45456993,-64.45861813,-65.28454985,-64.97656275,-64.5501102,-61.57705546,-65.05197267
10,12,-66.78300733,-64.48044086,-63.07068692,-64.65849411,-64.14955953,-62.70796685,-62.76353674,-67.2090291
10,11,-67.95515367,-60.26429305,-63.29082026,-63.80004702,-66.14855006,-61.14038972,-59.11872348,-66.38013131
10,10,-72.93358286,-59.62017701,-64.20292609,-62.32658495,-66.79127018,-61.50073789,-56.6259628,-63.88958196
10,9,-73.72834979,-68.28478516,-63.26273894,-61.9956813,-62.03512765,-62.99466941,-57.88874716,-63.71621893
10,8,-73.12761248,-59.31735509,-64.14730884,-62.94088862,-66.94722008,-65.5042142,-55.09320747,-67.03090386
10,7,-71.08945114,-66.11200498,-67.93250193,-64.25827038,-61.52884659,-67.21593894,-57.58564211,-67.30657259
10,6,-72.7691884,-65.1871816,-66.07227576,-68.25548545,-62.18670708,-64.98277955,-56.20043615,-62.02711662
10,5,-73.2059573,-65.41594959,-66.37667574,-68.43627556,-62.90374738,-64.44610375,-55.75172675,-64.42945023
10,4,-73.56889761,-70.08711615,-65.50224364,-67.87217636,-61.41499539,-62.11310856,-52.84144851,-65.55425413
10,3,-73.23636042,-72.07442245,-66.62991588,-69.22728991,-62.55251567,-59.50912855,-48.76764285,-61.3682072
10,2,-72.1352677,-70.24375181,-69.72191687,-69.48950116,-61.692221,-59.39196739,-48.69760351,-62.63917432
10,1,-73.4758353,-68.60965206,-72.03970988,-72.26150711,-60.30979531,-60.65650945,-48.42433706,-66.19680141
11,1,-72.38313189,-70.65695331,-70.16392832,-72.78750736,-58.00186027,-63.13644648,-50.73844827,-65.61301044
11,2,-70.87048521,-69.80339634,-68.93229565,-73.10875075,-60.01406472,-62.76562484,-49.7629449,-64.76796186
11,3,-72.04042328,-70.00331728,-67.67498944,-72.22777632,-59.53729281,-63.90637193,-50.44724289,-63.06959208
11,4,-74.74977756,-69.01919449,-66.93110596,-72.97363833,-61.97121535,-66.2444956,-52.72714918,-64.81769223
